Sensor;Wavelength;Average;Band;BandNumber
L4 MSS;0.724;0.971;Near Infrared 1;3
L4 MSS;0.725;0.963;Near Infrared 1;3
L4 MSS;0.726;0.955;Near Infrared 1;3
L4 MSS;0.727;0.95;Near Infrared 1;3
L4 MSS;0.728;0.943;Near Infrared 1;3
L4 MSS;0.729;0.936;Near Infrared 1;3
L4 MSS;0.73;0.93;Near Infrared 1;3
L4 MSS;0.731;0.923;Near Infrared 1;3
L4 MSS;0.732;0.918;Near Infrared 1;3
L4 MSS;0.733;0.915;Near Infrared 1;3
L4 MSS;0.734;0.912;Near Infrared 1;3
L4 MSS;0.735;0.907;Near Infrared 1;3
L4 MSS;0.736;0.902;Near Infrared 1;3
L4 MSS;0.737;0.898;Near Infrared 1;3
L4 MSS;0.738;0.892;Near Infrared 1;3
L4 MSS;0.739;0.887;Near Infrared 1;3
L4 MSS;0.74;0.887;Near Infrared 1;3
L4 MSS;0.741;0.887;Near Infrared 1;3
L4 MSS;0.742;0.887;Near Infrared 1;3
L4 MSS;0.743;0.886;Near Infrared 1;3
L4 MSS;0.744;0.886;Near Infrared 1;3
L4 MSS;0.745;0.886;Near Infrared 1;3
L4 MSS;0.746;0.886;Near Infrared 1;3
L4 MSS;0.747;0.886;Near Infrared 1;3
L4 MSS;0.748;0.885;Near Infrared 1;3
L4 MSS;0.749;0.884;Near Infrared 1;3
L4 MSS;0.75;0.882;Near Infrared 1;3
L4 MSS;0.751;0.88;Near Infrared 1;3
L4 MSS;0.752;0.877;Near Infrared 1;3
L4 MSS;0.753;0.875;Near Infrared 1;3
L4 MSS;0.754;0.872;Near Infrared 1;3
L4 MSS;0.755;0.869;Near Infrared 1;3
L4 MSS;0.756;0.866;Near Infrared 1;3
L4 MSS;0.757;0.863;Near Infrared 1;3
L4 MSS;0.758;0.86;Near Infrared 1;3
L4 MSS;0.759;0.857;Near Infrared 1;3
L4 MSS;0.76;0.854;Near Infrared 1;3
L4 MSS;0.761;0.85;Near Infrared 1;3
L4 MSS;0.762;0.845;Near Infrared 1;3
L4 MSS;0.763;0.841;Near Infrared 1;3
L4 MSS;0.764;0.839;Near Infrared 1;3
L4 MSS;0.765;0.835;Near Infrared 1;3
L4 MSS;0.766;0.83;Near Infrared 1;3
L4 MSS;0.767;0.825;Near Infrared 1;3
L4 MSS;0.768;0.821;Near Infrared 1;3
L4 MSS;0.769;0.817;Near Infrared 1;3
L4 MSS;0.77;0.814;Near Infrared 1;3
L4 MSS;0.771;0.811;Near Infrared 1;3
L4 MSS;0.772;0.81;Near Infrared 1;3
L4 MSS;0.773;0.807;Near Infrared 1;3
L4 MSS;0.774;0.805;Near Infrared 1;3
L4 MSS;0.775;0.803;Near Infrared 1;3
L4 MSS;0.776;0.801;Near Infrared 1;3
L4 MSS;0.777;0.798;Near Infrared 1;3
L4 MSS;0.778;0.795;Near Infrared 1;3
L4 MSS;0.779;0.791;Near Infrared 1;3
L4 MSS;0.78;0.787;Near Infrared 1;3
L4 MSS;0.781;0.782;Near Infrared 1;3
L4 MSS;0.782;0.777;Near Infrared 1;3
L4 MSS;0.783;0.772;Near Infrared 1;3
L4 MSS;0.784;0.769;Near Infrared 1;3
L4 MSS;0.785;0.764;Near Infrared 1;3
L4 MSS;0.786;0.759;Near Infrared 1;3
L4 MSS;0.787;0.755;Near Infrared 1;3
L4 MSS;0.788;0.749;Near Infrared 1;3
L4 MSS;0.789;0.743;Near Infrared 1;3
L4 MSS;0.79;0.737;Near Infrared 1;3
L4 MSS;0.791;0.731;Near Infrared 1;3
L4 MSS;0.792;0.726;Near Infrared 1;3
L4 MSS;0.793;0.72;Near Infrared 1;3
L4 MSS;0.794;0.715;Near Infrared 1;3
L4 MSS;0.795;0.708;Near Infrared 1;3
L4 MSS;0.796;0.703;Near Infrared 1;3
L4 MSS;0.797;0.699;Near Infrared 1;3
L4 MSS;0.798;0.695;Near Infrared 1;3
L4 MSS;0.799;0.69;Near Infrared 1;3
L4 MSS;0.8;0.685;Near Infrared 1;3
L4 MSS;0.801;0.68;Near Infrared 1;3
L4 MSS;0.802;0.675;Near Infrared 1;3
L4 MSS;0.803;0.672;Near Infrared 1;3
L4 MSS;0.804;0.669;Near Infrared 1;3
L4 MSS;0.805;0.665;Near Infrared 1;3
L4 MSS;0.806;0.663;Near Infrared 1;3
L4 MSS;0.807;0.66;Near Infrared 1;3
L4 MSS;0.808;0.656;Near Infrared 1;3
L4 MSS;0.809;0.644;Near Infrared 1;3
L4 MSS;0.81;0.62;Near Infrared 1;3
L4 MSS;0.811;0.573;Near Infrared 1;3
L4 MSS;0.812;0.521;Near Infrared 1;3
L4 MSS;0.813;0.468;Near Infrared 1;3
L4 MSS;0.814;0.425;Near Infrared 1;3
L4 MSS;0.815;0.379;Near Infrared 1;3
L4 MSS;0.816;0.321;Near Infrared 1;3
L4 MSS;0.817;0.274;Near Infrared 1;3
L4 MSS;0.818;0.211;Near Infrared 1;3
L4 MSS;0.819;0.18;Near Infrared 1;3
L4 MSS;0.82;0.152;Near Infrared 1;3
L4 MSS;0.821;0.125;Near Infrared 1;3
L4 MSS;0.822;0.111;Near Infrared 1;3
L4 MSS;0.823;0.1;Near Infrared 1;3
L4 MSS;0.824;0.089;Near Infrared 1;3
L4 MSS;0.825;0.077;Near Infrared 1;3
L4 MSS;0.826;0.064;Near Infrared 1;3
L4 MSS;0.827;0.054;Near Infrared 1;3
L4 MSS;0.828;0.043;Near Infrared 1;3
L4 MSS;0.829;0.034;Near Infrared 1;3
L4 MSS;0.83;0.026;Near Infrared 1;3
L4 MSS;0.831;0.021;Near Infrared 1;3
L4 MSS;0.832;0.02;Near Infrared 1;3
L4 MSS;0.833;0.017;Near Infrared 1;3
L4 MSS;0.834;0.016;Near Infrared 1;3
L4 MSS;0.835;0.014;Near Infrared 1;3
L4 MSS;0.836;0.015;Near Infrared 1;3
L4 MSS;0.837;0.013;Near Infrared 1;3
L4 MSS;0.838;0.01;Near Infrared 1;3
L4 MSS;0.839;0.008;Near Infrared 1;3
L4 MSS;0.84;0.009;Near Infrared 1;3
L4 MSS;0.841;0.008;Near Infrared 1;3
L4 MSS;0.842;0.002;Near Infrared 1;3
L4 MSS;0.843;0.001;Near Infrared 1;3
L4 MSS;0.844;0;Near Infrared 1;3
L4 MSS;0.845;0;Near Infrared 1;3
L4 MSS;0.846;0;Near Infrared 1;3
L4 MSS;0.765;0;Near Infrared 2;4
L4 MSS;0.766;0;Near Infrared 2;4
L4 MSS;0.767;0;Near Infrared 2;4
L4 MSS;0.768;0.007;Near Infrared 2;4
L4 MSS;0.769;0.0035;Near Infrared 2;4
L4 MSS;0.77;0.0033;Near Infrared 2;4
L4 MSS;0.771;0.006;Near Infrared 2;4
L4 MSS;0.772;0.0087;Near Infrared 2;4
L4 MSS;0.773;0.0107;Near Infrared 2;4
L4 MSS;0.774;0.0117;Near Infrared 2;4
L4 MSS;0.775;0.009;Near Infrared 2;4
L4 MSS;0.776;0.0108;Near Infrared 2;4
L4 MSS;0.777;0.0094;Near Infrared 2;4
L4 MSS;0.778;0.0112;Near Infrared 2;4
L4 MSS;0.779;0.013;Near Infrared 2;4
L4 MSS;0.78;0.0123;Near Infrared 2;4
L4 MSS;0.781;0.0145;Near Infrared 2;4
L4 MSS;0.782;0.0177;Near Infrared 2;4
L4 MSS;0.783;0.0212;Near Infrared 2;4
L4 MSS;0.784;0.0262;Near Infrared 2;4
L4 MSS;0.785;0.0308;Near Infrared 2;4
L4 MSS;0.786;0.035;Near Infrared 2;4
L4 MSS;0.787;0.0407;Near Infrared 2;4
L4 MSS;0.788;0.0448;Near Infrared 2;4
L4 MSS;0.789;0.0492;Near Infrared 2;4
L4 MSS;0.79;0.0573;Near Infrared 2;4
L4 MSS;0.791;0.0682;Near Infrared 2;4
L4 MSS;0.792;0.0797;Near Infrared 2;4
L4 MSS;0.793;0.0957;Near Infrared 2;4
L4 MSS;0.794;0.1087;Near Infrared 2;4
L4 MSS;0.795;0.1205;Near Infrared 2;4
L4 MSS;0.796;0.1372;Near Infrared 2;4
L4 MSS;0.797;0.1583;Near Infrared 2;4
L4 MSS;0.798;0.1763;Near Infrared 2;4
L4 MSS;0.799;0.2018;Near Infrared 2;4
L4 MSS;0.8;0.2265;Near Infrared 2;4
L4 MSS;0.801;0.2647;Near Infrared 2;4
L4 MSS;0.802;0.3097;Near Infrared 2;4
L4 MSS;0.803;0.3737;Near Infrared 2;4
L4 MSS;0.804;0.4128;Near Infrared 2;4
L4 MSS;0.805;0.4415;Near Infrared 2;4
L4 MSS;0.806;0.4992;Near Infrared 2;4
L4 MSS;0.807;0.5382;Near Infrared 2;4
L4 MSS;0.808;0.6067;Near Infrared 2;4
L4 MSS;0.809;0.6383;Near Infrared 2;4
L4 MSS;0.81;0.6792;Near Infrared 2;4
L4 MSS;0.811;0.715;Near Infrared 2;4
L4 MSS;0.812;0.7435;Near Infrared 2;4
L4 MSS;0.813;0.7675;Near Infrared 2;4
L4 MSS;0.814;0.7957;Near Infrared 2;4
L4 MSS;0.815;0.8322;Near Infrared 2;4
L4 MSS;0.816;0.8632;Near Infrared 2;4
L4 MSS;0.817;0.8925;Near Infrared 2;4
L4 MSS;0.818;0.9213;Near Infrared 2;4
L4 MSS;0.819;0.946;Near Infrared 2;4
L4 MSS;0.82;0.9627;Near Infrared 2;4
L4 MSS;0.821;0.9745;Near Infrared 2;4
L4 MSS;0.822;0.9778;Near Infrared 2;4
L4 MSS;0.823;0.98;Near Infrared 2;4
L4 MSS;0.824;0.9808;Near Infrared 2;4
L4 MSS;0.825;0.9812;Near Infrared 2;4
L4 MSS;0.826;0.9817;Near Infrared 2;4
L4 MSS;0.827;0.9815;Near Infrared 2;4
L4 MSS;0.828;0.981;Near Infrared 2;4
L4 MSS;0.829;0.9812;Near Infrared 2;4
L4 MSS;0.83;0.981;Near Infrared 2;4
L4 MSS;0.831;0.981;Near Infrared 2;4
L4 MSS;0.832;0.981;Near Infrared 2;4
L4 MSS;0.833;0.9807;Near Infrared 2;4
L4 MSS;0.834;0.9805;Near Infrared 2;4
L4 MSS;0.835;0.9805;Near Infrared 2;4
L4 MSS;0.836;0.9797;Near Infrared 2;4
L4 MSS;0.837;0.9795;Near Infrared 2;4
L4 MSS;0.838;0.979;Near Infrared 2;4
L4 MSS;0.839;0.9783;Near Infrared 2;4
L4 MSS;0.84;0.9782;Near Infrared 2;4
L4 MSS;0.841;0.9777;Near Infrared 2;4
L4 MSS;0.842;0.9773;Near Infrared 2;4
L4 MSS;0.843;0.977;Near Infrared 2;4
L4 MSS;0.844;0.9762;Near Infrared 2;4
L4 MSS;0.845;0.9757;Near Infrared 2;4
L4 MSS;0.846;0.9752;Near Infrared 2;4
L4 MSS;0.847;0.9748;Near Infrared 2;4
L4 MSS;0.848;0.9738;Near Infrared 2;4
L4 MSS;0.849;0.9735;Near Infrared 2;4
L4 MSS;0.85;0.973;Near Infrared 2;4
L4 MSS;0.851;0.9717;Near Infrared 2;4
L4 MSS;0.852;0.9703;Near Infrared 2;4
L4 MSS;0.853;0.9693;Near Infrared 2;4
L4 MSS;0.854;0.9683;Near Infrared 2;4
L4 MSS;0.855;0.9673;Near Infrared 2;4
L4 MSS;0.856;0.9667;Near Infrared 2;4
L4 MSS;0.857;0.9662;Near Infrared 2;4
L4 MSS;0.858;0.966;Near Infrared 2;4
L4 MSS;0.859;0.9657;Near Infrared 2;4
L4 MSS;0.86;0.965;Near Infrared 2;4
L4 MSS;0.861;0.9642;Near Infrared 2;4
L4 MSS;0.862;0.9635;Near Infrared 2;4
L4 MSS;0.863;0.9622;Near Infrared 2;4
L4 MSS;0.864;0.9618;Near Infrared 2;4
L4 MSS;0.865;0.961;Near Infrared 2;4
L4 MSS;0.866;0.9597;Near Infrared 2;4
L4 MSS;0.867;0.9578;Near Infrared 2;4
L4 MSS;0.868;0.9567;Near Infrared 2;4
L4 MSS;0.869;0.9552;Near Infrared 2;4
L4 MSS;0.87;0.9538;Near Infrared 2;4
L4 MSS;0.871;0.9522;Near Infrared 2;4
L4 MSS;0.872;0.95;Near Infrared 2;4
L4 MSS;0.873;0.9483;Near Infrared 2;4
L4 MSS;0.874;0.9473;Near Infrared 2;4
L4 MSS;0.875;0.9463;Near Infrared 2;4
L4 MSS;0.876;0.945;Near Infrared 2;4
L4 MSS;0.877;0.9438;Near Infrared 2;4
L4 MSS;0.878;0.9427;Near Infrared 2;4
L4 MSS;0.879;0.941;Near Infrared 2;4
L4 MSS;0.88;0.938;Near Infrared 2;4
L4 MSS;0.881;0.9368;Near Infrared 2;4
L4 MSS;0.882;0.936;Near Infrared 2;4
L4 MSS;0.883;0.9353;Near Infrared 2;4
L4 MSS;0.884;0.935;Near Infrared 2;4
L4 MSS;0.885;0.9352;Near Infrared 2;4
L4 MSS;0.886;0.9348;Near Infrared 2;4
L4 MSS;0.887;0.9352;Near Infrared 2;4
L4 MSS;0.888;0.9352;Near Infrared 2;4
L4 MSS;0.889;0.9348;Near Infrared 2;4
L4 MSS;0.89;0.9348;Near Infrared 2;4
L4 MSS;0.891;0.9353;Near Infrared 2;4
L4 MSS;0.892;0.9357;Near Infrared 2;4
L4 MSS;0.893;0.9358;Near Infrared 2;4
L4 MSS;0.894;0.9363;Near Infrared 2;4
L4 MSS;0.895;0.9363;Near Infrared 2;4
L4 MSS;0.896;0.9358;Near Infrared 2;4
L4 MSS;0.897;0.936;Near Infrared 2;4
L4 MSS;0.898;0.936;Near Infrared 2;4
L4 MSS;0.899;0.9357;Near Infrared 2;4
L4 MSS;0.9;0.9355;Near Infrared 2;4
L4 MSS;0.901;0.9355;Near Infrared 2;4
L4 MSS;0.902;0.9365;Near Infrared 2;4
L4 MSS;0.903;0.9373;Near Infrared 2;4
L4 MSS;0.904;0.9373;Near Infrared 2;4
L4 MSS;0.905;0.9375;Near Infrared 2;4
L4 MSS;0.906;0.9377;Near Infrared 2;4
L4 MSS;0.907;0.9378;Near Infrared 2;4
L4 MSS;0.908;0.9382;Near Infrared 2;4
L4 MSS;0.909;0.9387;Near Infrared 2;4
L4 MSS;0.91;0.9393;Near Infrared 2;4
L4 MSS;0.911;0.9398;Near Infrared 2;4
L4 MSS;0.912;0.9403;Near Infrared 2;4
L4 MSS;0.913;0.941;Near Infrared 2;4
L4 MSS;0.914;0.9413;Near Infrared 2;4
L4 MSS;0.915;0.9412;Near Infrared 2;4
L4 MSS;0.916;0.9413;Near Infrared 2;4
L4 MSS;0.917;0.9408;Near Infrared 2;4
L4 MSS;0.918;0.9408;Near Infrared 2;4
L4 MSS;0.919;0.9405;Near Infrared 2;4
L4 MSS;0.92;0.94;Near Infrared 2;4
L4 MSS;0.921;0.9383;Near Infrared 2;4
L4 MSS;0.922;0.936;Near Infrared 2;4
L4 MSS;0.923;0.9335;Near Infrared 2;4
L4 MSS;0.924;0.9303;Near Infrared 2;4
L4 MSS;0.925;0.9263;Near Infrared 2;4
L4 MSS;0.926;0.9235;Near Infrared 2;4
L4 MSS;0.927;0.9208;Near Infrared 2;4
L4 MSS;0.928;0.9168;Near Infrared 2;4
L4 MSS;0.929;0.9132;Near Infrared 2;4
L4 MSS;0.93;0.9085;Near Infrared 2;4
L4 MSS;0.931;0.9047;Near Infrared 2;4
L4 MSS;0.932;0.9018;Near Infrared 2;4
L4 MSS;0.933;0.8992;Near Infrared 2;4
L4 MSS;0.934;0.896;Near Infrared 2;4
L4 MSS;0.935;0.8922;Near Infrared 2;4
L4 MSS;0.936;0.888;Near Infrared 2;4
L4 MSS;0.937;0.885;Near Infrared 2;4
L4 MSS;0.938;0.8813;Near Infrared 2;4
L4 MSS;0.939;0.8778;Near Infrared 2;4
L4 MSS;0.94;0.8742;Near Infrared 2;4
L4 MSS;0.941;0.8708;Near Infrared 2;4
L4 MSS;0.942;0.8677;Near Infrared 2;4
L4 MSS;0.943;0.8637;Near Infrared 2;4
L4 MSS;0.944;0.86;Near Infrared 2;4
L4 MSS;0.945;0.8553;Near Infrared 2;4
L4 MSS;0.946;0.8518;Near Infrared 2;4
L4 MSS;0.947;0.8497;Near Infrared 2;4
L4 MSS;0.948;0.8468;Near Infrared 2;4
L4 MSS;0.949;0.843;Near Infrared 2;4
L4 MSS;0.95;0.8367;Near Infrared 2;4
L4 MSS;0.951;0.8335;Near Infrared 2;4
L4 MSS;0.952;0.8308;Near Infrared 2;4
L4 MSS;0.953;0.8265;Near Infrared 2;4
L4 MSS;0.954;0.8222;Near Infrared 2;4
L4 MSS;0.955;0.8185;Near Infrared 2;4
L4 MSS;0.956;0.8157;Near Infrared 2;4
L4 MSS;0.957;0.8113;Near Infrared 2;4
L4 MSS;0.958;0.8083;Near Infrared 2;4
L4 MSS;0.959;0.8047;Near Infrared 2;4
L4 MSS;0.96;0.8012;Near Infrared 2;4
L4 MSS;0.961;0.7968;Near Infrared 2;4
L4 MSS;0.962;0.793;Near Infrared 2;4
L4 MSS;0.963;0.7895;Near Infrared 2;4
L4 MSS;0.964;0.7872;Near Infrared 2;4
L4 MSS;0.965;0.7823;Near Infrared 2;4
L4 MSS;0.966;0.7777;Near Infrared 2;4
L4 MSS;0.967;0.7732;Near Infrared 2;4
L4 MSS;0.968;0.7693;Near Infrared 2;4
L4 MSS;0.969;0.7657;Near Infrared 2;4
L4 MSS;0.97;0.7632;Near Infrared 2;4
L4 MSS;0.971;0.7605;Near Infrared 2;4
L4 MSS;0.972;0.7552;Near Infrared 2;4
L4 MSS;0.973;0.7518;Near Infrared 2;4
L4 MSS;0.974;0.7465;Near Infrared 2;4
L4 MSS;0.975;0.7425;Near Infrared 2;4
L4 MSS;0.976;0.738;Near Infrared 2;4
L4 MSS;0.977;0.7352;Near Infrared 2;4
L4 MSS;0.978;0.7308;Near Infrared 2;4
L4 MSS;0.979;0.7258;Near Infrared 2;4
L4 MSS;0.98;0.7202;Near Infrared 2;4
L4 MSS;0.981;0.7133;Near Infrared 2;4
L4 MSS;0.982;0.7083;Near Infrared 2;4
L4 MSS;0.983;0.7022;Near Infrared 2;4
L4 MSS;0.984;0.6972;Near Infrared 2;4
L4 MSS;0.985;0.6903;Near Infrared 2;4
L4 MSS;0.986;0.6852;Near Infrared 2;4
L4 MSS;0.987;0.6792;Near Infrared 2;4
L4 MSS;0.988;0.6737;Near Infrared 2;4
L4 MSS;0.989;0.6695;Near Infrared 2;4
L4 MSS;0.99;0.6635;Near Infrared 2;4
L4 MSS;0.991;0.657;Near Infrared 2;4
L4 MSS;0.992;0.6518;Near Infrared 2;4
L4 MSS;0.993;0.6457;Near Infrared 2;4
L4 MSS;0.994;0.6407;Near Infrared 2;4
L4 MSS;0.995;0.636;Near Infrared 2;4
L4 MSS;0.996;0.6287;Near Infrared 2;4
L4 MSS;0.997;0.6225;Near Infrared 2;4
L4 MSS;0.998;0.6173;Near Infrared 2;4
L4 MSS;0.999;0.612;Near Infrared 2;4
L4 MSS;1;0.6043;Near Infrared 2;4
L4 MSS;1.001;0.599;Near Infrared 2;4
L4 MSS;1.002;0.5942;Near Infrared 2;4
L4 MSS;1.003;0.5903;Near Infrared 2;4
L4 MSS;1.004;0.5853;Near Infrared 2;4
L4 MSS;1.005;0.58;Near Infrared 2;4
L4 MSS;1.006;0.5733;Near Infrared 2;4
L4 MSS;1.007;0.568;Near Infrared 2;4
L4 MSS;1.008;0.5633;Near Infrared 2;4
L4 MSS;1.009;0.5562;Near Infrared 2;4
L4 MSS;1.01;0.5495;Near Infrared 2;4
L4 MSS;1.011;0.544;Near Infrared 2;4
L4 MSS;1.012;0.539;Near Infrared 2;4
L4 MSS;1.013;0.5345;Near Infrared 2;4
L4 MSS;1.014;0.5288;Near Infrared 2;4
L4 MSS;1.015;0.5232;Near Infrared 2;4
L4 MSS;1.016;0.5173;Near Infrared 2;4
L4 MSS;1.017;0.511;Near Infrared 2;4
L4 MSS;1.018;0.5072;Near Infrared 2;4
L4 MSS;1.019;0.5032;Near Infrared 2;4
L4 MSS;1.02;0.4993;Near Infrared 2;4
L4 MSS;1.021;0.4957;Near Infrared 2;4
L4 MSS;1.022;0.4912;Near Infrared 2;4
L4 MSS;1.023;0.4878;Near Infrared 2;4
L4 MSS;1.024;0.4838;Near Infrared 2;4
L4 MSS;1.025;0.4805;Near Infrared 2;4
L4 MSS;1.026;0.4767;Near Infrared 2;4
L4 MSS;1.027;0.4735;Near Infrared 2;4
L4 MSS;1.028;0.4695;Near Infrared 2;4
L4 MSS;1.029;0.4663;Near Infrared 2;4
L4 MSS;1.03;0.4622;Near Infrared 2;4
L4 MSS;1.031;0.4578;Near Infrared 2;4
L4 MSS;1.032;0.453;Near Infrared 2;4
L4 MSS;1.033;0.4493;Near Infrared 2;4
L4 MSS;1.034;0.4463;Near Infrared 2;4
L4 MSS;1.035;0.4435;Near Infrared 2;4
L4 MSS;1.036;0.4412;Near Infrared 2;4
L4 MSS;1.037;0.4368;Near Infrared 2;4
L4 MSS;1.038;0.4318;Near Infrared 2;4
L4 MSS;1.039;0.4247;Near Infrared 2;4
L4 MSS;1.04;0.4218;Near Infrared 2;4
L4 MSS;1.041;0.417;Near Infrared 2;4
L4 MSS;1.042;0.4137;Near Infrared 2;4
L4 MSS;1.043;0.4083;Near Infrared 2;4
L4 MSS;1.044;0.4027;Near Infrared 2;4
L4 MSS;1.045;0.3975;Near Infrared 2;4
L4 MSS;1.046;0.3932;Near Infrared 2;4
L4 MSS;1.047;0.3885;Near Infrared 2;4
L4 MSS;1.048;0.382;Near Infrared 2;4
L4 MSS;1.049;0.378;Near Infrared 2;4
L4 MSS;1.05;0.3743;Near Infrared 2;4
L4 MSS;1.051;0.3692;Near Infrared 2;4
L4 MSS;1.052;0.3622;Near Infrared 2;4
L4 MSS;1.053;0.3582;Near Infrared 2;4
L4 MSS;1.054;0.3523;Near Infrared 2;4
L4 MSS;1.055;0.3472;Near Infrared 2;4
L4 MSS;1.056;0.3423;Near Infrared 2;4
L4 MSS;1.057;0.3383;Near Infrared 2;4
L4 MSS;1.058;0.3328;Near Infrared 2;4
L4 MSS;1.059;0.33;Near Infrared 2;4
L4 MSS;1.06;0.3275;Near Infrared 2;4
L4 MSS;1.061;0.3227;Near Infrared 2;4
L4 MSS;1.062;0.3198;Near Infrared 2;4
L4 MSS;1.063;0.3152;Near Infrared 2;4
L4 MSS;1.064;0.3123;Near Infrared 2;4
L4 MSS;1.065;0.309;Near Infrared 2;4
L4 MSS;1.066;0.3057;Near Infrared 2;4
L4 MSS;1.067;0.3027;Near Infrared 2;4
L4 MSS;1.068;0.2997;Near Infrared 2;4
L4 MSS;1.069;0.2973;Near Infrared 2;4
L4 MSS;1.07;0.295;Near Infrared 2;4
L4 MSS;1.071;0.292;Near Infrared 2;4
L4 MSS;1.072;0.289;Near Infrared 2;4
L4 MSS;1.073;0.2867;Near Infrared 2;4
L4 MSS;1.074;0.2842;Near Infrared 2;4
L4 MSS;1.075;0.281;Near Infrared 2;4
L4 MSS;1.076;0.2773;Near Infrared 2;4
L4 MSS;1.077;0.2745;Near Infrared 2;4
L4 MSS;1.078;0.2712;Near Infrared 2;4
L4 MSS;1.079;0.2688;Near Infrared 2;4
L4 MSS;1.08;0.2637;Near Infrared 2;4
L4 MSS;1.081;0.2597;Near Infrared 2;4
L4 MSS;1.082;0.2552;Near Infrared 2;4
L4 MSS;1.083;0.2485;Near Infrared 2;4
L4 MSS;1.084;0.245;Near Infrared 2;4
L4 MSS;1.085;0.2417;Near Infrared 2;4
L4 MSS;1.086;0.2378;Near Infrared 2;4
L4 MSS;1.087;0.2343;Near Infrared 2;4
L4 MSS;1.088;0.2305;Near Infrared 2;4
L4 MSS;1.089;0.2272;Near Infrared 2;4
L4 MSS;1.09;0.2225;Near Infrared 2;4
L4 MSS;1.091;0.2177;Near Infrared 2;4
L4 MSS;1.092;0.2135;Near Infrared 2;4
L4 MSS;1.093;0.2082;Near Infrared 2;4
L4 MSS;1.094;0.1568;Near Infrared 2;4
L4 MSS;1.095;0.1235;Near Infrared 2;4
L4 MSS;1.096;0.0935;Near Infrared 2;4
L4 MSS;1.097;0.0627;Near Infrared 2;4
L4 MSS;1.098;0.0672;Near Infrared 2;4
L4 MSS;1.099;0.0495;Near Infrared 2;4
L4 MSS;1.1;0;Near Infrared 2;4
L4 MSS;1.101;0;Near Infrared 2;4
L5 MSS;0.471;0.001;Green;1
L5 MSS;0.472;0.005;Green;1
L5 MSS;0.473;0.007;Green;1
L5 MSS;0.474;0.009;Green;1
L5 MSS;0.475;0.01;Green;1
L5 MSS;0.476;0.013;Green;1
L5 MSS;0.477;0.018;Green;1
L5 MSS;0.478;0.019;Green;1
L5 MSS;0.479;0.021;Green;1
L5 MSS;0.48;0.024;Green;1
L5 MSS;0.481;0.031;Green;1
L5 MSS;0.482;0.047;Green;1
L5 MSS;0.483;0.06;Green;1
L5 MSS;0.484;0.085;Green;1
L5 MSS;0.485;0.102;Green;1
L5 MSS;0.486;0.12;Green;1
L5 MSS;0.487;0.147;Green;1
L5 MSS;0.488;0.162;Green;1
L5 MSS;0.489;0.177;Green;1
L5 MSS;0.49;0.193;Green;1
L5 MSS;0.491;0.228;Green;1
L5 MSS;0.492;0.274;Green;1
L5 MSS;0.493;0.312;Green;1
L5 MSS;0.494;0.342;Green;1
L5 MSS;0.495;0.381;Green;1
L5 MSS;0.496;0.434;Green;1
L5 MSS;0.497;0.485;Green;1
L5 MSS;0.498;0.517;Green;1
L5 MSS;0.499;0.565;Green;1
L5 MSS;0.5;0.604;Green;1
L5 MSS;0.501;0.643;Green;1
L5 MSS;0.502;0.669;Green;1
L5 MSS;0.503;0.685;Green;1
L5 MSS;0.504;0.702;Green;1
L5 MSS;0.505;0.729;Green;1
L5 MSS;0.506;0.74;Green;1
L5 MSS;0.507;0.758;Green;1
L5 MSS;0.508;0.778;Green;1
L5 MSS;0.509;0.797;Green;1
L5 MSS;0.51;0.812;Green;1
L5 MSS;0.511;0.828;Green;1
L5 MSS;0.512;0.837;Green;1
L5 MSS;0.513;0.847;Green;1
L5 MSS;0.514;0.852;Green;1
L5 MSS;0.515;0.857;Green;1
L5 MSS;0.516;0.865;Green;1
L5 MSS;0.517;0.871;Green;1
L5 MSS;0.518;0.875;Green;1
L5 MSS;0.519;0.879;Green;1
L5 MSS;0.52;0.885;Green;1
L5 MSS;0.521;0.895;Green;1
L5 MSS;0.522;0.903;Green;1
L5 MSS;0.523;0.91;Green;1
L5 MSS;0.524;0.917;Green;1
L5 MSS;0.525;0.925;Green;1
L5 MSS;0.526;0.933;Green;1
L5 MSS;0.527;0.939;Green;1
L5 MSS;0.528;0.944;Green;1
L5 MSS;0.529;0.953;Green;1
L5 MSS;0.53;0.959;Green;1
L5 MSS;0.531;0.962;Green;1
L5 MSS;0.532;0.965;Green;1
L5 MSS;0.533;0.967;Green;1
L5 MSS;0.534;0.965;Green;1
L5 MSS;0.535;0.964;Green;1
L5 MSS;0.536;0.964;Green;1
L5 MSS;0.537;0.963;Green;1
L5 MSS;0.538;0.962;Green;1
L5 MSS;0.539;0.961;Green;1
L5 MSS;0.54;0.959;Green;1
L5 MSS;0.541;0.958;Green;1
L5 MSS;0.542;0.959;Green;1
L5 MSS;0.543;0.963;Green;1
L5 MSS;0.544;0.967;Green;1
L5 MSS;0.545;0.971;Green;1
L5 MSS;0.546;0.977;Green;1
L5 MSS;0.547;0.981;Green;1
L5 MSS;0.548;0.984;Green;1
L5 MSS;0.549;0.986;Green;1
L5 MSS;0.55;0.989;Green;1
L5 MSS;0.551;0.99;Green;1
L5 MSS;0.552;0.991;Green;1
L5 MSS;0.553;0.99;Green;1
L5 MSS;0.554;0.987;Green;1
L5 MSS;0.555;0.984;Green;1
L5 MSS;0.556;0.981;Green;1
L5 MSS;0.557;0.979;Green;1
